"Sep=;"
Clase;Grupo;"Cuenta Mayor";Auxiliar;"Sub cuentas del Aux";"Sub cuentas de sub cuenta Aux";Clasificación;"Nombre de la Cuenta";"Modelo Anclado";"Id Anclado"
5;1;1;003;09;00;"Sub cuentas del Aux";"KM MOTOS PUERTO CORTES";accounts;"KM MOTOS PUERTO CORTES"
5;1;1;003;10;00;"Sub cuentas del Aux";"KM MOTOS CHOLOMA";accounts;"KM MOTOS CHOLOMA"
5;1;1;003;11;00;"Sub cuentas del Aux";"KM MOTOS - VILLANUEVA";accounts;"KM MOTOS - VILLANUEVA"
5;1;1;003;12;00;"Sub cuentas del Aux";"KM MOTOS LA CEIBA";accounts;"KM MOTOS LA CEIBA"
5;1;1;003;13;00;"Sub cuentas del Aux";"KM MOTOS - MARCALA 2";accounts;"KM MOTOS - MARCALA 2"
5;1;1;003;14;00;"Sub cuentas del Aux";"KM MOTOS - LA ENTRADA #2";accounts;"KM MOTOS - LA ENTRADA #2"
5;1;1;003;15;00;"Sub cuentas del Aux";"KM MOTOS - YORO, YORO";accounts;"KM MOTOS - YORO, YORO"
5;1;1;003;16;00;"Sub cuentas del Aux";"KM MOTOS - MORAZAN YORO";accounts;"KM MOTOS - MORAZAN YORO"
5;1;1;003;17;00;"Sub cuentas del Aux";"KM MOTOS - SANTA CRUZ DE YOJOA";accounts;"KM MOTOS - SANTA CRUZ DE YOJOA"
5;1;1;003;18;00;"Sub cuentas del Aux";"KM MOTOS - LA CUESTA #2";accounts;"KM MOTOS - LA CUESTA #2"
5;1;1;003;19;00;"Sub cuentas del Aux";"KM MOTOS - TROJES";accounts;"GRUPO KM CARS HN - TROJES"
5;1;1;003;20;00;"Sub cuentas del Aux";"KM MOTOS SAN JUAN";accounts;"GRUPO TODO EN UNO HN - SAN JUAN "
5;1;1;003;21;00;"Sub cuentas del Aux";"KM MOTOS - DANLI 2";accounts;"GRUPO KM CARS HN - DANLI 2"
5;1;1;003;22;00;"Sub cuentas del Aux";"KM MOTOS - LEPAERA";accounts;"GRUPO KM CARS HN - LEPAERA"
6;0;0;000;00;00;Clase;"CUENTAS DE RESULTADO DE EGRESOS";;
6;1;0;000;00;00;Grupo;Gastos;;
6;1;1;000;00;00;"Cuenta Mayor";"Gastos de Operación";;
6;1;1;001;00;00;Auxiliar;"Sueldos a empleados";;
6;1;1;002;00;00;Auxiliar;"Provisionamiento 13avo";;
6;1;1;003;00;00;Auxiliar;"Provisionamiento 14avo";;
6;1;1;004;00;00;Auxiliar;"Comisiones a vendedores";;
6;1;1;005;00;00;Auxiliar;"Seguro social";;
6;1;1;006;00;00;Auxiliar;"Alquiler del Local";;
6;1;1;007;00;00;Auxiliar;"Energia electrica";;
6;1;1;008;00;00;Auxiliar;"Agua ";;
6;1;1;009;00;00;Auxiliar;"Plan de Telefono";;
6;1;1;010;00;00;Auxiliar;"Publicidad ";;
6;1;1;011;00;00;Auxiliar;"Combustibles y Lubricantes";;
6;1;1;012;00;00;Auxiliar;"Reparacion de Vehiculo ";;
6;1;1;013;00;00;Auxiliar;"Mantenimiento preventivo Vehiculo";;
6;1;1;014;00;00;Auxiliar;"Gastos de Viaje";;
6;1;1;015;00;00;Auxiliar;"Consumo de papeleria";;
6;1;1;016;00;00;Auxiliar;"Seguro de mercaderia";;
6;1;1;017;00;00;Auxiliar;"Gasto por entrega de mercaderia a Cliente";;
6;1;1;018;00;00;Auxiliar;"Impuesto sobre volumen de Ventas";;
6;1;1;019;00;00;Auxiliar;"Depreciacion Equipo de Reparto";;
6;1;1;020;00;00;Auxiliar;"Depreciacion Mobiliario y equipo";;
6;1;1;021;00;00;Auxiliar;"Equipo menor";;
6;1;1;022;00;00;Auxiliar;"Gastos Varios ";;
6;1;2;000;00;00;"Cuenta Mayor";"Gastos de Venta";;
6;1;2;001;00;00;Auxiliar;"Sueldos a empleados";;
6;1;2;001;02;00;"Sub cuentas del Aux";"Sueldos a empleados KM motos";organization_company;"KM MOTOS"
6;1;2;001;02;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA";accounts;"KM MOTOS COMAYAGUA"
6;1;2;001;02;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA";accounts;"KM MOTOS COMAYAGÜELA"
6;1;2;001;02;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA";accounts;"KM MOTOS JUTICALPA"
6;1;2;001;02;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO";accounts;"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;001;02;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2";accounts;"KM MOTOS CATACAMAS 2"
6;1;2;001;02;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ";accounts;"KM MOTOS - LA PAZ"
6;1;2;001;02;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO";accounts;"KM MOTOS GUALACO"
6;1;2;001;02;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI";accounts;"KM MOTOS CULMI"
6;1;2;001;02;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1";accounts;"KM MOTOS SPS #1"
6;1;2;001;02;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2";accounts;"KM MOTOS SPS 2"
6;1;2;001;02;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA";accounts;"KM MOTOS JUTIAPA"
6;1;2;001;02;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA";accounts;"KM MOTOS - TOROCAGUA"
6;1;2;001;02;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA";accounts;"KM MOTOS TELA"
6;1;2;001;02;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO";accounts;"KM MOTOS EL PROGRESO"
6;1;2;001;02;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA";accounts;"KM MOTOS TOCOA"
6;1;2;001;02;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA";accounts;"KM MOTOS PEÑA BLANCA"
6;1;2;001;02;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA";accounts;"KM MOTOS SABA"
6;1;2;001;02;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS";accounts;"KM MOTOS - COUNTRY TEGUS"
6;1;2;001;02;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2";accounts;"KM MOTOS - EL PROGRESO 2"
6;1;2;001;02;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3";accounts;"GRUPO KM MOTOS - SPS 3"
6;1;2;001;02;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2";accounts;"GRUPO KM MOTOS  - JUTICALPA 2"
6;1;2;001;02;22;"Sub cuentas de sub cuenta Aux";SAC;;
6;1;2;001;03;00;"Sub cuentas del Aux";"Sueldos a empleados MOTOREPUESTOS TODO EN UNO";organization_company;"MOTOREPUESTOS TODO EN UNO"
6;1;2;001;03;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE";accounts;"COMAYAGUA 2 - ALL IN ONE"
6;1;2;001;03;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE";accounts;"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;001;03;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5";accounts;"KM MOTOS COMAYAGUA #5"
6;1;2;001;03;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6";accounts;"KM MOTOS COMAYAGUA #6"
6;1;2;001;03;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7";;
6;1;2;001;03;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA";accounts;"ALL IN ONE - CHOLUTECA "
6;1;2;001;03;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1";accounts;"KM MOTOS SIGUATEPEQUE #1"
6;1;2;001;03;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO";accounts;"KM MOTOS SAN LORENZO"
6;1;2;001;03;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1";accounts;"KM MOTOS LA ESPERANZA #1"
6;1;2;001;03;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA";accounts;"KM MOTOS - SANTA ROSA"
6;1;2;001;03;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA";accounts;"KM MOTOS - SANTA BARBARA"
6;1;2;001;03;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA";accounts;"KM MOTOS - TALANGA"
6;1;2;001;03;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA";accounts;"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;001;03;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA";accounts;"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;001;03;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2";accounts;"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;001;03;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2";accounts;"KM MOTOS - LA ESPERANZA #2"
6;1;2;001;03;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2";accounts;"KM MOTOS - CHOLUTECA 2"
6;1;2;001;03;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3";accounts;"KM MOTOS - CHOLUTECA 3"
6;1;2;001;03;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2";accounts;"GRUPO TODO EN UNO HN - SANTA ROSA COPAN #2"
6;1;2;001;03;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE";accounts;"GRUPO TODO EN UNO HN - TAULABE"
6;1;2;001;03;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO";accounts;"KM MOTOS - JESUS DE OTORO"
6;1;2;001;03;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS";accounts;"GRUPO KM CARS HN - SAN MARCOS DE OCOTEPEQUE"
6;1;2;001;03;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3";accounts;"GRUPO TODO EN UNO HN - SIGUATEPEQUE #3"
6;1;2;001;03;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN";accounts;"GRUPO TODO EN UNO HN - QUIMISTAN"
6;1;2;001;04;00;"Sub cuentas del Aux";"Sueldos a empleados KM CARS";organization_company;"KM CARS"
6;1;2;001;04;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3";accounts;"KM MOTOS - COMAYAGUA #3"
6;1;2;001;04;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1";accounts;"KM MOTOS - LA CUESTA #1"
6;1;2;001;04;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD";accounts;"KM MOTOS LA LIBERTAD"
6;1;2;001;04;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN";accounts;"KM MOTOS - ENTRADA COPAN"
6;1;2;001;04;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA";accounts;"KM MOTOS GRACIAS LEMPIRA"
6;1;2;001;04;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1";accounts;"KM MOTOS - MARCALA #1"
6;1;2;001;04;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI";accounts;"KM MOTOS DANLI"
6;1;2;001;04;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO";accounts;"KM MOTOS EL PARAISO"
6;1;2;001;04;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES";accounts;"KM MOTOS PUERTO CORTES"
6;1;2;001;04;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA";accounts;"KM MOTOS CHOLOMA"
6;1;2;001;04;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA";accounts;"KM MOTOS - VILLANUEVA"
6;1;2;001;04;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA";accounts;"KM MOTOS LA CEIBA"
6;1;2;001;04;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2";accounts;"KM MOTOS - MARCALA 2"
6;1;2;001;04;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2";accounts;"KM MOTOS - LA ENTRADA #2"
6;1;2;001;04;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO";accounts;"KM MOTOS - YORO, YORO"
6;1;2;001;04;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO";accounts;"KM MOTOS - MORAZAN YORO"
6;1;2;001;04;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA";accounts;"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;001;04;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2";accounts;"KM MOTOS - LA CUESTA #2"
6;1;2;001;04;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES";accounts;"GRUPO KM CARS HN - TROJES"
6;1;2;001;04;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN";accounts;"GRUPO TODO EN UNO HN - SAN JUAN "
6;1;2;001;04;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2";accounts;"GRUPO KM CARS HN - DANLI 2"
6;1;2;001;04;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA";accounts;"GRUPO KM CARS HN - LEPAERA"
6;1;2;002;00;00;Auxiliar;"Provisionamiento 13avo";;
6;1;2;003;00;00;Auxiliar;"Provisionamiento 14avo";;
6;1;2;004;00;00;Auxiliar;"Comisiones a vendedores";;
6;1;2;004;05;00;"Sub cuentas del Aux";"Comisiones a vendedores KM motos";organization_company;"KM MOTOS"
6;1;2;004;05;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA";accounts;"KM MOTOS COMAYAGUA"
6;1;2;004;05;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA";accounts;"KM MOTOS COMAYAGÜELA"
6;1;2;004;05;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA";accounts;"KM MOTOS JUTICALPA"
6;1;2;004;05;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO";accounts;"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;004;05;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2";accounts;"KM MOTOS CATACAMAS 2"
6;1;2;004;05;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ";accounts;"KM MOTOS - LA PAZ"
6;1;2;004;05;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO";accounts;"KM MOTOS GUALACO"
6;1;2;004;05;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI";accounts;"KM MOTOS CULMI"
6;1;2;004;05;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1";accounts;"KM MOTOS SPS #1"
6;1;2;004;05;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2";accounts;"KM MOTOS SPS 2"
6;1;2;004;05;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA";accounts;"KM MOTOS JUTIAPA"
6;1;2;004;05;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA";accounts;"KM MOTOS - TOROCAGUA"
6;1;2;004;05;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA";accounts;"KM MOTOS TELA"
6;1;2;004;05;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO";accounts;"KM MOTOS EL PROGRESO"
6;1;2;004;05;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA";accounts;"KM MOTOS TOCOA"
6;1;2;004;05;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA";accounts;"KM MOTOS PEÑA BLANCA"
6;1;2;004;05;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA";accounts;"KM MOTOS SABA"
6;1;2;004;05;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS";accounts;"KM MOTOS - COUNTRY TEGUS"
6;1;2;004;05;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2";accounts;"KM MOTOS - EL PROGRESO 2"
6;1;2;004;05;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3";accounts;"GRUPO KM MOTOS - SPS 3"
6;1;2;004;05;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2";accounts;"GRUPO KM MOTOS  - JUTICALPA 2"
6;1;2;004;05;22;"Sub cuentas de sub cuenta Aux";SAC;;
6;1;2;004;06;00;"Sub cuentas del Aux";"Comisiones a vendedores MOTOREPUESTOS TODO EN UNO";organization_company;"MOTOREPUESTOS TODO EN UNO"
6;1;2;004;06;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE";accounts;"COMAYAGUA 2 - ALL IN ONE"
6;1;2;004;06;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE";accounts;"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;004;06;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5";accounts;"KM MOTOS COMAYAGUA #5"
6;1;2;004;06;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6";accounts;"KM MOTOS COMAYAGUA #6"
6;1;2;004;06;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7";;
6;1;2;004;06;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA";accounts;"ALL IN ONE - CHOLUTECA "
6;1;2;004;06;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1";accounts;"KM MOTOS SIGUATEPEQUE #1"
6;1;2;004;06;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO";accounts;"KM MOTOS SAN LORENZO"
6;1;2;004;06;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1";accounts;"KM MOTOS LA ESPERANZA #1"
6;1;2;004;06;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA";accounts;"KM MOTOS - SANTA ROSA"
6;1;2;004;06;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA";accounts;"KM MOTOS - SANTA BARBARA"
6;1;2;004;06;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA";accounts;"KM MOTOS - TALANGA"
6;1;2;004;06;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA";accounts;"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;004;06;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA";accounts;"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;004;06;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2";accounts;"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;004;06;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2";accounts;"KM MOTOS - LA ESPERANZA #2"
6;1;2;004;06;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2";accounts;"KM MOTOS - CHOLUTECA 2"
6;1;2;004;06;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3";accounts;"KM MOTOS - CHOLUTECA 3"
6;1;2;004;06;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2";accounts;"GRUPO TODO EN UNO HN - SANTA ROSA COPAN #2"
6;1;2;004;06;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE";accounts;"GRUPO TODO EN UNO HN - TAULABE"
6;1;2;004;06;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO";accounts;"KM MOTOS - JESUS DE OTORO"
6;1;2;004;06;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS";accounts;"GRUPO KM CARS HN - SAN MARCOS DE OCOTEPEQUE"
6;1;2;004;06;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3";accounts;"GRUPO TODO EN UNO HN - SIGUATEPEQUE #3"
6;1;2;004;06;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN";accounts;"GRUPO TODO EN UNO HN - QUIMISTAN"
6;1;2;004;07;00;"Sub cuentas del Aux";"Comisiones a vendedores KM CARS";organization_company;"KM CARS"
6;1;2;004;07;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3";accounts;"KM MOTOS - COMAYAGUA #3"
6;1;2;004;07;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1";accounts;"KM MOTOS - LA CUESTA #1"
6;1;2;004;07;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD";accounts;"KM MOTOS LA LIBERTAD"
6;1;2;004;07;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN";accounts;"KM MOTOS - ENTRADA COPAN"
6;1;2;004;07;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA";accounts;"KM MOTOS GRACIAS LEMPIRA"
6;1;2;004;07;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1";accounts;"KM MOTOS - MARCALA #1"
6;1;2;004;07;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI";accounts;"KM MOTOS DANLI"
6;1;2;004;07;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO";accounts;"KM MOTOS EL PARAISO"
6;1;2;004;07;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES";accounts;"KM MOTOS PUERTO CORTES"
6;1;2;004;07;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA";accounts;"KM MOTOS CHOLOMA"
6;1;2;004;07;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA";accounts;"KM MOTOS - VILLANUEVA"
6;1;2;004;07;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA";accounts;"KM MOTOS LA CEIBA"
6;1;2;004;07;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2";accounts;"KM MOTOS - MARCALA 2"
6;1;2;004;07;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2";accounts;"KM MOTOS - LA ENTRADA #2"
6;1;2;004;07;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO";accounts;"KM MOTOS - YORO, YORO"
6;1;2;004;07;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO";accounts;"KM MOTOS - MORAZAN YORO"
6;1;2;004;07;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA";accounts;"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;004;07;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2";accounts;"KM MOTOS - LA CUESTA #2"
6;1;2;004;07;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES";accounts;"GRUPO KM CARS HN - TROJES"
6;1;2;004;07;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN";accounts;"GRUPO TODO EN UNO HN - SAN JUAN "
6;1;2;004;07;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2";accounts;"GRUPO KM CARS HN - DANLI 2"
6;1;2;004;07;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA";accounts;"GRUPO KM CARS HN - LEPAERA"
6;1;2;005;00;00;Auxiliar;"Seguro social";;
6;1;2;006;00;00;Auxiliar;"Alquiler del Local";;
6;1;2;006;07;00;"Sub cuentas del Aux";"Alquiler del Local KM motos";organization_company;"KM MOTOS"
6;1;2;006;07;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA";accounts;"KM MOTOS COMAYAGUA"
6;1;2;006;07;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA";accounts;"KM MOTOS COMAYAGÜELA"
6;1;2;006;07;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA";accounts;"KM MOTOS JUTICALPA"
6;1;2;006;07;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO";accounts;"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;006;07;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2";accounts;"KM MOTOS CATACAMAS 2"
6;1;2;006;07;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ";accounts;"KM MOTOS - LA PAZ"
6;1;2;006;07;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO";accounts;"KM MOTOS GUALACO"
6;1;2;006;07;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI";accounts;"KM MOTOS CULMI"
6;1;2;006;07;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1";accounts;"KM MOTOS SPS #1"
6;1;2;006;07;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2";accounts;"KM MOTOS SPS 2"
6;1;2;006;07;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA";accounts;"KM MOTOS JUTIAPA"
6;1;2;006;07;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA";accounts;"KM MOTOS - TOROCAGUA"
6;1;2;006;07;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA";accounts;"KM MOTOS TELA"
6;1;2;006;07;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO";accounts;"KM MOTOS EL PROGRESO"
6;1;2;006;07;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA";accounts;"KM MOTOS TOCOA"
6;1;2;006;07;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA";accounts;"KM MOTOS PEÑA BLANCA"
6;1;2;006;07;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA";accounts;"KM MOTOS SABA"
6;1;2;006;07;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS";accounts;"KM MOTOS - COUNTRY TEGUS"
6;1;2;006;07;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2";accounts;"KM MOTOS - EL PROGRESO 2"
6;1;2;006;07;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3";accounts;"GRUPO KM MOTOS - SPS 3"
6;1;2;006;07;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2";accounts;"GRUPO KM MOTOS  - JUTICALPA 2"
6;1;2;006;07;22;"Sub cuentas de sub cuenta Aux";SAC;;
